Date,PR,GHI
02-08-2021,70.19800096,4.892291667
03-08-2021,65.74414093,4.6983
04-08-2021,68.07518076,4.8834
05-08-2021,63.40334046,4.021166667
06-08-2021,84.49535345,4.851216667
07-08-2021,66.36888991,4.786425
08-08-2021,70.0170831,3.48995
09-08-2021,83.1749803,3.51
10-08-2021,79.33507233,4.23825
11-08-2021,82.35168802,4.308225
12-08-2021,65.77637218,4.453066667
13-08-2021,63.71151119,4.11275
14-08-2021,79.66327505,5.213008333
15-08-2021,63.38929463,2.938925
16-08-2021,74.59443687,4.525633333
17-08-2021,62.29054553,3.796208333
18-08-2021,83.8546115,5.418633333
19-08-2021,68.4681331,4.212283333
20-08-2021,77.56489288,3.27
21-08-2021,74.74532329,5.464258333
22-08-2021,68.92897606,2.443658333
23-08-2021,71.82869702,5.290108333
24-08-2021,72.40950706,5.242925
25-08-2021,82.36793647,5.312208333
26-08-2021,82.15373844,3.7533
27-08-2021,72.53968275,2.890266667
28-08-2021,82.38219236,2.241108333
29-08-2021,66.36015355,3.25835
30-08-2021,61.42860267,3.980583333
31-08-2021,77.40207493,4.432375
01-09-2021,64.40865781,2.569391667
02-09-2021,80.29465385,3.308558333
03-09-2021,77.90887344,4.530558333
04-09-2021,66.732765,4.019216667
05-09-2021,67.97049226,4.879491667
06-09-2021,64.66748956,3.888933333
07-09-2021,81.7510595,3.69335
08-09-2021,80.39380171,4.217616667
09-09-2021,62.48941073,4.225558333
10-09-2021,81.53945804,4.874091667
11-09-2021,65.94349664,3.088991667
12-09-2021,72.39011471,2.655141667
13-09-2021,64.07789615,3.646175
14-09-2021,67.72760076,4.813958333
15-09-2021,62.62414189,3.462341667
16-09-2021,66.31079237,4.521408333
17-09-2021,61.31348544,3.811491667
18-09-2021,60.59317392,5.23085
19-09-2021,63.74431428,5.215608333
20-09-2021,65.55978451,4.301241667
21-09-2021,67.51107754,4.34445
22-09-2021,79.4041274,2.7031
23-09-2021,62.83109169,4.804625
24-09-2021,70.67112172,4.6817
25-09-2021,77.97870097,5.343966667
26-09-2021,74.98673846,4.882691667
27-09-2021,63.63294606,5.157433333
28-09-2021,61.94390546,5.658
29-09-2021,67.48820209,5.717733333
30-09-2021,71.77287282,4.610741667
01-10-2021,68.13106633,4.493766667
02-10-2021,78.00808824,4.409416667
03-10-2021,73.74996126,5.132466667
04-10-2021,64.95592673,4.932991667
05-10-2021,83.04951382,3.22415
06-10-2021,72.53521474,3.982908333
07-10-2021,69.35398286,3.147491667
08-10-2021,61.74004753,5.170041667
09-10-2021,84.90241073,4.65255
10-10-2021,65.29312359,2.8508
11-10-2021,77.21641939,3.419125
12-10-2021,76.95809436,3.139875
13-10-2021,74.05814538,4.831783333
14-10-2021,76.50041062,4.327291667
15-10-2021,60.82624031,4.265508333
16-10-2021,72.27197093,3.625275
17-10-2021,74.67355616,5.127283333
18-10-2021,70.87573011,2.969658333
19-10-2021,84.50975931,4.362266667
20-10-2021,64.46963886,4.224641667
21-10-2021,67.59034876,4.057691667
22-10-2021,73.61139765,4.631066667
23-10-2021,63.96217543,1.684283333
24-10-2021,71.19728865,3.185458333
25-10-2021,84.0496343,2.700216667
26-10-2021,79.21805464,2.478966667
27-10-2021,72.38592453,4.040033333
28-10-2021,70.58115012,4.209466667
29-10-2021,76.91450463,5.584608333
30-10-2021,74.93947759,4.317975
31-10-2021,67.68168661,4.869316667
01-11-2021,76.84541085,4.898133333
02-11-2021,71.37590669,4.362108333
03-11-2021,82.9816221,4.85815
04-11-2021,72.15050345,3.397541667
05-11-2021,83.7984817,5.471958333
06-11-2021,61.25482929,4.818091667
07-11-2021,60.76163335,4.694283333
08-11-2021,84.15277112,4.765308333
09-11-2021,62.40509439,4.7271
10-11-2021,79.26744195,4.8865
11-11-2021,74.53836635,3.369958333
12-11-2021,81.669693,3.554241667
13-11-2021,80.91794711,4.851925
14-11-2021,71.6221836,3.424116667
15-11-2021,82.68891785,4.136958333
16-11-2021,68.22133013,4.197316667
17-11-2021,83.29130553,2.564775
18-11-2021,67.36271671,3.409658333
19-11-2021,60.76667012,3.881258333
20-11-2021,84.41442212,4.682108333
21-11-2021,67.65936027,4.1058
22-11-2021,84.30780523,3.863683333
23-11-2021,76.79133747,4.023341667
24-11-2021,73.69426077,3.707125
25-11-2021,74.50556752,4.752783333
26-11-2021,73.4344085,5.5853
27-11-2021,61.88470526,5.084191667
28-11-2021,73.94051024,4.54415
29-11-2021,71.91667791,4.367208333
30-11-2021,67.59835298,4.724058333
01-12-2021,72.55173801,3.9985
02-12-2021,78.42530629,3.5042
03-12-2021,78.15937955,4.089358333
04-12-2021,66.4821582,4.83185
05-12-2021,78.96544853,4.600666667
06-12-2021,64.23261362,4.306733333
07-12-2021,77.07997793,4.370066667
08-12-2021,78.67499311,4.761333333
09-12-2021,77.50831579,4.948008333
10-12-2021,75.79341306,4.740716667
11-12-2021,60.94602987,4.593716667
12-12-2021,71.51924314,4.543225
13-12-2021,79.55462349,3.3945
14-12-2021,81.67983986,4.994683333
15-12-2021,82.9011479,4.877458333
16-12-2021,70.13312666,5.157525
17-12-2021,63.77418775,4.276675
18-12-2021,73.60969872,4.458325
19-12-2021,66.53974734,4.231091667
20-12-2021,84.68507232,3.60555
21-12-2021,65.38315826,3.376491667
22-12-2021,73.42331297,4.305258333
23-12-2021,70.32226846,5.072183333
24-12-2021,65.7276318,4.640791667
25-12-2021,78.50861245,4.220491667
26-12-2021,77.47733571,3.830216667
27-12-2021,63.24199635,5.159383333
28-12-2021,61.64299846,5.045475
29-12-2021,83.72640889,5.312308333
30-12-2021,65.80764531,4.893833333
31-12-2021,69.18800967,5.666016667
01-01-2022,81.8538076,5.260066667
02-01-2022,65.65051067,4.804358333
03-01-2022,66.47427774,4.666641667
04-01-2022,76.42504312,4.104
05-01-2022,84.29715868,5.32515
06-01-2022,81.47489213,5.388183333
07-01-2022,77.63831073,4.062983333
08-01-2022,69.05185207,5.237983333
09-01-2022,78.23460502,3.7119
10-01-2022,66.30059209,4.431283333
11-01-2022,72.89682864,4.990216667
12-01-2022,73.90059889,4.149233333
13-01-2022,72.13886011,4.318383333
14-01-2022,79.20010713,5.188325
15-01-2022,62.20011401,4.450266667
16-01-2022,80.28306189,4.419858333
17-01-2022,68.12121868,4.836308333
18-01-2022,70.80019178,4.611808333
19-01-2022,83.02552142,4.886116667
20-01-2022,64.04077298,5.199866667
21-01-2022,60.63213688,5.2465
22-01-2022,84.54523677,6.427275
23-01-2022,75.22079782,6.287241667
24-01-2022,67.11032304,5.909541667
25-01-2022,78.31024597,5.74105
26-01-2022,60.29664984,3.948875
27-01-2022,78.85656951,6.092025
28-01-2022,68.94567612,5.41575
29-01-2022,74.73075858,5.110141667
30-01-2022,67.11002873,6.016166667
31-01-2022,75.77677861,5.128958333
01-02-2022,83.96580278,6.368116667
02-02-2022,71.12279493,5.415233333
03-02-2022,73.10165055,4.164808333
04-02-2022,76.74767657,5.839325
05-02-2022,74.90105231,4.187916667
06-02-2022,80.45926838,5.754641667
07-02-2022,84.43258109,5.3176
08-02-2022,72.70172073,4.818283333
09-02-2022,60.08424986,4.7711
10-02-2022,83.91931644,4.87725
11-02-2022,79.65668846,4.700166667
12-02-2022,78.08217373,5.915041667
13-02-2022,82.09957151,4.226183333
14-02-2022,80.13385608,3.431675
15-02-2022,61.82999024,3.580491667
16-02-2022,70.0142312,4.997616667
17-02-2022,83.28806881,5.12505
18-02-2022,72.93344219,
19-02-2022,82.80901823,
20-02-2022,68.36250313,
21-02-2022,71.36819868,
22-02-2022,61.7251071,
23-02-2022,74.42923155,
24-02-2022,73.82318859,
25-02-2022,72.01322331,
26-02-2022,63.55540791,
27-02-2022,60.4253492,
28-02-2022,79.10204234,
01-03-2022,64.19322198,
02-03-2022,78.89950203,
03-03-2022,66.98188831,
04-03-2022,69.41035626,
05-03-2022,67.99813517,
06-03-2022,80.94850319,
07-03-2022,61.79529248,
08-03-2022,62.23306752,
09-03-2022,68.59186344,
10-03-2022,70.3314167,
11-03-2022,73.28192158,
12-03-2022,71.02692361,
13-03-2022,81.83482392,
14-03-2022,84.6320141,
15-03-2022,69.92692102,
16-03-2022,78.8960938,
17-03-2022,64.72382442,
18-03-2022,67.24210793,
19-03-2022,63.24397744,
20-03-2022,81.63273763,
21-03-2022,71.05735294,
22-03-2022,81.63150936,
23-03-2022,71.90614872,
24-03-2022,79.91179805,
